# POS,ID,PosScore,NegScore,SynsetTerms,Gloss
v,2496498,0.5,0,gi?i_phóng#1 gi?i tr?#2,
v,2343595,0,0.5,hy_sinh#1 cho#16,
v,2301000,0,0.5,tr?_giá cao h?n#1,
v,1820077,0,0.5,b?i#1,
v,1808769,0.25,0.125,??y_lùi#2,
v,1811441,0.625,0.25,hy_v?ng#2,
v,1794969,0,0.5,n?i th?ng_kh?#1,
v,1795888,0,0.75,gi?n_d?#1,
r,43436,0.625,0,do_?ó#3,
a,17529532,0,0.6,không ch? có l?i#1,
a,1070177,0.125,0.5,còn nh?#1,
a,1070171,0.5,0.125,m?_m?ng#1,
a,17529533,0,0.6,không_ph?i ch? có l?i#1,
a,17529534,0,0.5,không_t?p_trung#1,
a,25033055,0,0.625,sáo_r?ng#1,
v,18247365,0.125,0,ch? quan_tâm#3,
a,1633155,0.125,0.5,kém ??n_?âu#2,
a,10692833,0,0.6,không_???c hay#4,
a,10692834,0,0.5,không_???c bóng_b?y#2,
a,10692835,0.5,0,không có ki?u nh?n_th?c sáo_r?ng#4,
a,10692836,0,0.5,không t?o ???c c?m h?ng#2,
a,10692837,0,0.5,không m?t_chút sáng_t?o#2,
a,788511,0,0.625,?áng báo_??ng#1,
a,788512,0.5,0,không t?#1,
a,788513,0.125,0.5,h?i x?a_c?#1,
v,788514,0.125,0.6,không_???c nh?_v?y#1,
v,788525,0.125,0.5,ch?_trích#1,
v,788526,0.6,0,nhi?u ?i?u_t?t_??p#1,
v,788527,0,0.6,c?ng không_th? c?i_thi?n ???c#1,
v,788528,0.5,0.125,ch?a_ch?c kh?_n?ng#1,
v,788529,0,0.5,không mang l?i c?m_h?ng#1,
a,788530,0.5,0,chân_th?c h?n#1,
a,788531,0.125,0.5,rùng_mình#1,
a,788532,0.5,0.125,không dày_c?p#1,
a,788533,0,0.5,th?t khó l?m thay#1,
v,788534,0.125,0.5,xì_xào#1,
v,788535,0,0.5,soi_mói#1,
v,788536,0.125,0.5,không kh?i d?y#1,
v,788521,0,0.5,không hào_h?ng l?m#1,
v,788537,0,0.5,không_th? làm_gì h?n ???c#1,
v,788539,0.125,0.6,r?t khó ch?p_nh?n#1,
a,788540,0.125,0.5,kém h?p_d?n#1,
a,788541,0,0.5,khô_khan#1,
a,788542,0.125,0.5,ngây_ngô ??n v?y#1,
v,788543,0,0.6,hành_h?#1,
v,788544,0.125,0.5,th?y s?#1,
v,788545,0.125,0.5,vã_m?_hôi#1,
v,788546,0,0.75,b?o_hành#1,
v,788547,0,0.6,t?n_th??ng#1,
v,788548,0.125,0.5,canh_cánh#1,
v,788550,0,0.875,c?c k? ph?n_n?#1,
v,788551,0.125,0.5,chia_bu?n#1,
v,788552,0.5,0.125,coi_th??ng#1,
v,788553,0.5,0,v??t_qua m?i th?_thách#1,
v,788554,0.5,0,hoàn_thành#1,
v,788555,0.5,0,?ng h?#1,
v,788556,0.875,0.5,h?t s?c mình#1,
v,788558,0.5,0,gi? s?c_kho?#1,
v,788559,0.625,0,nh? mong_mu?n#1,
v,788560,0.5,0,t?o c?_h?i#1,
v,788561,0.125,0.5,không_bao_gi?#1,
v,788562,0,0.6,khó_kh?n ??n_th?#1,
v,788563,0.5,0,t?_thi?n#1,
a,788564,0.125,0.5,ghê nh?#1,
a,788565,0.125,0,bình_th??ng mà#1,
v,788567,0.5,0.125,t?o c?n s?t#1,
v,788568,0.125,0.5,không_ph?i d?#1,
v,788569,0.5,0,t?ng_lên#1,
v,788570,0.5,0,hàng_hi?u#1,
a,788571,0.5,0.125,chuy?n nh?#1,
n,788572,0.125,0.5,giá quá cao#1,
n,788573,0.5,0,hi?u_n?ng#1,
a,788574,0.125,0.5,m?i gì ?âu#1,
n,788575,0,0.5,giá_??t l?m#1,
r,788576,0.5,0,không thèm#1,
v,788577,0.5,0,ch?n_ch?nh và ch?m_d?t#1,
a,788578,0.125,0.5,choai_choai#1,
v,788579,0.5,0,??ng bu?n#1,
v,788580,0.6,0,th?u_hi?u#1,
v,788581,0.875,0,ph?n_??u#1,
v,788582,0,0.5,??c_khoét c?a_công#1,
v,788583,0,0.675,giàu lên vì tham_nh?ng#1,
v,788584,0.5,0.125,??ng quá quan_tâm#1,
v,788585,0,0.675,ghét cay ghét_??ng#1,
v,788586,0,0.5,ch?ng vi?c_gì ph?i bu?n#1,
v,788587,0,0.5,tính_toán#1,
a,788588,0.5,0.125,tr?c_phú#1,
a,788589,0.5,0.125,th??ng_l?u#1,
n,788590,0.675,0,nhà_giàu#1,
a,788591,0,0.5,thi?n_c?n#1,
a,788592,0.125,0.5,c?_h?#1,
a,788593,0,0.5,khinh_ng??i#1,
a,788594,0,0.675,kênh_ki?u#1,
a,788595,0.125,0.5,?y m?#1,
a,7031099,0,0.625,nhàm_chán#1,
a,11217577,0.625,0,gi?i_giang#1,
a,11217578,0,0.75,quá th?t_v?ng#1,
a,11217579,0,0.875,không_th?_nào ch?p_nh?n ???c#1,
a,11217580,0.625,0,chân#1,
a,11217581,0.625,0,thi?n#1,
a,11217582,0.625,0,m?#1,
a,11217583,0,0.5,l?ch_l?c#1,
a,11217584,0,0.5,bàng_hoàng#1,
a,11217585,0,0.875,?áng bu?n#1,
a,11217587,0.625,0,lôi_cu?n h?n#1,
a,11217588,0.875,0,uyên_bác#1,
a,11217589,0.5,0,hùng_bi?n#1,
a,1937992,0,0.625,th?y xót_xa#1,
a,1937993,0,0.875,?au_lòng ??n th?_nào#1,
a,1937994,0,0.625,th?t kh?ng_khi?p#1,
a,1937995,0,0.5,choáng_váng#1,
a,1937996,0.125,0.5,m?ng_manh#1,
a,1937997,0,0.625,?ích_?áng#1,
a,1937998,0,0.875,ác h?n_c? thú#1,
a,1937999,0,0.625,t?n_th?t n?ng_n?#1,
a,1937920,0,0.625,xót_xa ?au_lòng#1,
a,1937921,0,0.875,không_còn nhân_tính#1,
a,1937922,0,0.625,th?t t?c ch?t ?i ?u?c#1,
a,1937923,0,0.625,b?c_xúc#1,
a,1937924,0,0.875,vô nhân_tính#1,
a,1937925,0,0.875,vô cùng tàn_ác#1,
a,1937926,0,0.625,không có tình_th??ng#1,
a,1937927,0,0.75,ghét#1,
a,1937928,0.875,0,yêu#1,
a,1937929,0.875,0,thích_thú #1,
v,1937930,0,0.5,a_dua#1,
a,1937931,0,0.75,ác_hi?m#1,
a,1937932,0,0.5,ác_kh?u#1,
a,1937933,0,0.5,ác_li?t#1,
v,1937934,0.5,0,ái_m?#1,
v,1937935,0,0.6,ám_sát#1,
v,1937936,0.125,0.5,an_ph?n#1,
a,1937937,0,0.5,ám_mu?i#1,
v,1937938,0.75,0,ái_ân#1,
n,1937939,0.25,0.5,?o_t??ng#1,
v,1937940,0,0.5,?n_??#1,
v,1937941,0,0.5,?n_hi?p#,
v,1937942,0.5,0,?n_khách#1,
v,1937943,0.125,0.5,?n_thua#1,
a,1937944,0,0.5,âm_th?m#1,
a,1937945,0.5,0,?m_êm #1,
a,1937946,0.125,0.5,?m_??t#1,
a,1937947,0.25,0.5,ân_h?n#1,
n,1937948,0.5,0,ân_ngh?a#1,
a,1937949,0.5,0.25,?n_n?p#1,
n,1937950,0.5,0.25,?n_ý#1,
v,1937951,0.25,0.5,?p_úng#1,
a,1937952,0,0.5,b?c_?ãi#1,
v,1937953,0.25,0.5,bãi_nhi?m#1,
v,1937954,0.25,0.25,bãi_b?#1,
v,1937955,0.125,0.5,bán_tháo#1,
v,1937956,0.25,0.5,bàng_quan#1,
v,1937957,0.5,0.25,b?o_lãnh#1,
a,1937958,0,0.25,b?n_b?t#1,
a,1937959,0.125,0.5,báo_oán#1,
v,1937960,0.125,0.5,ch?n_ch?#1,
a,1937961,0.75,0,chân_tình#1,
a,1937962,0,0.25,ch?ng_ch?t#1,
v,1937963,0.25,0.5,bày_v?#1,
v,1937964,0,0.5,châm_ch?c#1,
r,1937965,0.125,0.5,b?p_bõm#1,
a,1937966,0.25,0.5,ch?m_ch?m#1,
a,1937967,0,0.5,be_bét#1,
a,1937968,0.25,0.5,c?p_bách#1,
a,1937969,0.5,0,c?t_nh?c#1,
v,1937970,0.675,0,ch?m_chút#1,
v,1937971,0,0.5,ch?p_ch?n#1,
a,1937972,0.5,0,hay#1,
a,1937973,0.6,0,tuy?t#1,
a,1937974,0,0.6,l??i#1,
a,1937975,0.75,0,ch?m#1,
a,1937976,0.5,0,nghiêm_túc#1,
v,1937977,0.5,0,th?_phào#1,
a,1937977,0.6,0,nh?_nhõm#1,
a,1937978,0.5,0,t?i_?u#1,
a,1937979,0,0.6,tiêu_c?c#1,
v,1937980,0.5,0,c?i_ti?n#1,
a,1937981,0.5,0,xinh#1,
a,1937982,0.6,0,xinh_x?n#1,
a,1937983,0.125,0.5,kh?#1,
a,1937984,0,0.75,ngu#1,
a,1937986,0.75,0,gi?i#1,
a,svx1937981,0,0.5,xâ?u#1 xâ?u_xi?#1,
